Wenner_1
4.0000
11
1
Type of measurement (0=app. resistivity,1=resistance)
0
278
2
0
4      56.00       6.83     176.00       5.13      96.00       5.54     136.00       4.85     73.60224 
4      64.00       6.49     184.00       5.28     104.00       5.30     144.00       4.74     76.87980 
4      72.00       6.20     192.00       5.20     112.00       5.16     152.00       4.66     83.07226 
4      80.00       6.03     200.00       4.95     120.00       5.09     160.00       4.71     85.35833 
4      88.00       5.75     208.00       4.73     128.00       4.96     168.00       4.91     83.75838 
4      96.00       5.54     216.00       4.49     136.00       4.85     176.00       5.13     80.59819 
4     104.00       5.30     224.00       4.30     144.00       4.74     184.00       5.28     75.37359 
4     112.00       5.16     232.00       4.09     152.00       4.66     192.00       5.20     68.09566 
4     120.00       5.09     240.00       3.92     160.00       4.71     200.00       4.95     67.64477 
4     128.00       4.96     248.00       3.66     168.00       4.91     208.00       4.73     71.38075 
4     136.00       4.85     256.00       3.33     176.00       5.13     216.00       4.49     73.49895 
4     144.00       4.74     264.00       2.96     184.00       5.28     224.00       4.30     69.08011 
4     152.00       4.66     272.00       2.57     192.00       5.20     232.00       4.09     78.82256 
4     160.00       4.71     280.00       2.14     200.00       4.95     240.00       3.92     78.46216 
4       0.00       8.97     144.00       4.74      48.00       7.18      96.00       5.54    108.23174 
4       8.00       8.27     152.00       4.66      56.00       6.83     104.00       5.30     97.30442 
4      16.00       7.58     160.00       4.71      64.00       6.49     112.00       5.16     88.91833 
4      24.00       7.61     168.00       4.91      72.00       6.20     120.00       5.09     86.83251 
4      32.00       7.74     176.00       5.13      80.00       6.03     128.00       4.96     84.29250 
4      40.00       7.46     184.00       5.28      88.00       5.75     136.00       4.85     84.84834 
4      48.00       7.18     192.00       5.20      96.00       5.54     144.00       4.74     84.37664 
4      56.00       6.83     200.00       4.95     104.00       5.30     152.00       4.66     90.80209 
4      64.00       6.49     208.00       4.73     112.00       5.16     160.00       4.71     95.90685 
4      72.00       6.20     216.00       4.49     120.00       5.09     168.00       4.91     91.47101 
4      80.00       6.03     224.00       4.30     128.00       4.96     176.00       5.13     87.82114 
4      88.00       5.75     232.00       4.09     136.00       4.85     184.00       5.28     82.87653 
